type,type_title,type_flags,type_pro_training,name,distance,city,country,phone,state,street,zip,country_flag,email,logo_url,more_url,longitude,latitude,web_url,images
DC,,scubadiving,0,McCoy & Thomas  Hunting and Fishing,0,Whangarei,NZ,09 438 3103 ,,1-3 Rust Ave,0,,whangarei@huntfish.co.nz,,,174.318659,-35.724144,,[]
DC,,scubadiving,0,Wairarapa Hunting and Fishing,0,Masterton,NZ,06 378 8723 ,,101 Queen Street,5810,,wairarapahuntingandfishing@xtra.co.nz,,,175.662288,-40.949622,,[]
DC,,scubadiving,0,Dargaville Hunting and Fishing,0,Dargaville,NZ,09 439 8520 ,,92 Victoria St,310,,dargaville@huntfish.co.nz,,,173.869812,-35.941192,,[]
DC,,scubadiving,0,Taranaki Hunting and Fishing,0,Motorua New Plymouth,NZ,06 757 2255 ,,Oceanview Parade,4310,,sales@nakihuntfish.co.nz,,,174.046281,-39.060224,,[]
DC,,,0,Boating Marlborough ltd,0,Waikawa,NZ,03 573 8243 ,,Unit 3 Waikawa Marina,7220,,boatmarl@xtra.co.nz,,,174.03626,-41.27212,,[]
DC,,scubadiving,0,Timaru Hunting and Fishing,0,Timaru,NZ,03 684 8835 ,,326 Stafford Street,7910,,timaru@huntfish.co.nz,,,171.24987,-44.3934,,[]
DC,,scubadiving,0,Hutt Valley Hunting and Fishing,0,Alicetown Lower Hutt,NZ,04 589 9500 ,,444 Cuba Street,5010,,wellington@huntfish.co.nz,,,174.891257,-41.216454,,[]
DC,,scubadiving,0,North Otago Hunting and Fishing,0,Oamaru,NZ,03 434 9893 ,,172 Thames Street,9400,,northotago@huntfish.co.nz,,,170.97163,-45.095658,,[]
DC,,scubadiving,0,Westgate Hunting And Fishing,0,Massy North Auckland,NZ,09 833 3019 ,,7 Cabernet Cresent,614,,westgate@huntfish.co.nz,,,174.60966,-36.822237,,[]
DC,,scubadiving,0,Otaki Hunting And Fishing,0,Otaki,NZ,06 364 8969 ,,183 Main Highway,5512,,otaki@huntfish.co.nz,,,175.154273,-40.763144,,[]
DC,,scubadiving,0,Whakatane Hunting And Fishing,0,Whakatane,NZ,07 308 7528 ,,125 Commerce Street,3120,,info@whaf.co.nz,,,176.994875,-37.957067,,[]
DC,,scubadiving,0,Gisborne Hunting And Fishing,0,Gisborne,NZ,06 867 3981 ,,349 Gladstone Road,4010,,info@huntfishgis.co.nz,,,178.0195,-38.661237,,[]
DC,,scubadiving,0,Ashburton Hunting And Fishing,0,Ashburton,NZ,03 308 5117 ,,393 West Street Allenton,7700,,ashburton@huntfish.co.nz,,,171.758942,-43.89538,,[]
DC,,scubadiving,0,Franklin Hunting and Fishing,0,Pukekohe,NZ,027 453 6190 ,,"182-196 unit C2 Pukekohe Mega Centre, Manukau Road",2016,,mldl@xtra.co.nz,,,174.909776,-37.208716,,[]
DC,,scubadiving,0,Fly and Gun-Taupo Hunting & Fishing,0,Taupo,NZ,07 378 4449 ,,27 Gascoigne Street,3377,,taupo@huntfish.co.nz,,,176.071994,-38.684843,,[]
DC,,mares_lab scubadiving xr freediving spearfishing snorkeling,0,DEEP BLUE DIVING,0,CHRISTCHURCH,NZ,03 332 0898 ,,3/251 BLENHEIM ROAD,8053,,SALES@DEEPBLUEDIVING.CO.NZ,,,172.585769,-43.538816,,[]
DC,,scubadiving,0,Midnorth Dive and Fishing,0,Kaikohe,NZ,2108233378,,5 Wihongi Street,405,,midnorthdiveandfish@gmail.com,,,173.801816,-35.406094,,[]
DC,,scubadiving,0,Waikato Hunting and Fishing,0,Hamilton,NZ,07 849 0297 ,,417 Te Rapa Road,3200,,waikato@huntfish.co.nz,,,175.251511,-37.763843,,[]
DC,,scubadiving,0,Wanganui Hunting and Fishing,0,Wanganui,NZ,06 348 0400 ,,64 Carlton Avenue,4500,,wanganuihuntingandfishing@xtra.co.nz,,,175.035711,-39.938416,,[]
DC,,scubadiving,0,Whangarei Hunting and Fishing,0,Whangarei,NZ,09 430 8067 ,,16 Okara Drrive,110,,office@huntfishwhangarei.com,,,174.326246,-35.730925,,[]
DC,,dc,0,CIR - CENTRE DE INMERSIO ROSES,0,Roses,ES,972154548 / 610264321 ,,"Gran Via, 12",17480,,cir-roses@hotmail.com,,,3.185054,42.259422,http://www.cir-roses.com/,[]
DC,,dc,0,SCUBA ALEGRE,0,SANT PERE PESCADOR,ES,+34 672 02 19 25 / +34 646 58 73 03 ,,Càmping La Ballena Alegre,17470,,scuba0.76@gmail.com,,,3.112294,42.153054,http://www.scuba076.com/,[]
DC,,dc,0,Lassdive,0,Torroella De Montgrí,ES,+34 630 70 58 15 ,,"C/ Rossinyol, 1",0,,info@lassdive.com,,,3.193329,42.010456,http://www.lassdive.com,[]
DC,,dc,0,Snorkel,0,Llafranc,ES,+34 972 30 27 16 ,,"Avda. de Mar, s/n.",17211,,snorkel@snorkel.net,,,3.188155,41.893376,http://www.snorkel.net/es/situacio.php,[]
DC,,dc,0,Ictineo,0,Platja d'Aro,ES,972826495 - 670001742 ,,"Avda. Verona terol, 5",17250,,ictineo@ictineo.com,,,3.05696,41.806088,http://www.ictinio.com/,[]
DC,,dc,0,Mad Dive,0,Barcelona,ES, ,,"Str. Passeig Marítim, s/n",8320,,info@mad-dive.com,,,2.193283,41.380904,http://www.mad-dive.com/contacto,[]
DC,,dc,0,BUCEO ISLA NEGRA,0,San Juan de los Terreros,ES,950466411,,"C/ Supermercado, 60.",4648,,ruben@buceoislanegra.com,,,-1.657852,37.359133,http://www.buceoislanegra.com/,[]
DC,,dc,0,Branquias,0,Carboneras,ES,(0034) 950 45 44 71 ,,C/Piececicas 23 local,0,,info@branquias.com,,,-1.892141,36.999117,http://branquias.es/en/,[]
DC,,dc,0,BUCEO LAS NEGRAS,0,"Las Negras,",ES,+34 695 83 29 69 ,,Parque Natural Cabo de Gata Nijar,4116,,buceo@buceolasnegras.com,,,-2.011404,36.879365,http://www.buceolasnegras.com/,[]
DC,,dc,0,BLACK FROG,0,Torrox Costa,ES,+34 952 968 273 ,,"Urb. Laguna Beach, s/n Locales, Oeste 3",29793,,info@blackfrogdivers.com,,,-3.945556,36.7325,http://www.blackfrogdivers.com,[]
DC,,dc,0,SCUBA BAHIA,0,LLUCMAJOR,ES,+34 639 745555 ,Mallorca,"ALMIRANTE CERVERA, 3",7609,,Info@dive1.net,,,2.837766,39.472634,http://www.dive1.net,[]
DC,,dc,0,EAST COAST DIVERS,0,Porto Colom,ES,+34 693 761 800 ,,Rda. Crucero Balear 78,7670,,info@eastcoastdivers.de,,,3.263068,39.414859,http://www.eastcoastdivers.de,[]
DC,,dc,0,MALLORCA PRO DIVE,0,Port de Pollença,ES,0034 971 867 978 ,Mallorca,"El Cano, 9",0,,miquel@actionsport-mallorca.com,,,3.082407,39.907406,http://www.actionsport-mallorca.com,[]
DC,,,0,AQUASUB,0,Ahuy,FR,09 73 29 89 64 ,,7 Rue de l’Aqueduc Darcy,21121,,laurent@aquasub.fr,,,5.034954,47.356708,http://www.aquasub.fr/,[]
DC,,mares_lab,0,AIR EQUIPO,0,GRANADILLA DE ABONA,ES,922714185,Tenerife,"c/ Castro, 56  SAN ISIDRO",38611,,airequipo@gmail.com,,,-16.555616,28.081523,http://www.airequipo.net,[]
DC,,mares_lab,0,ANEMONE DIVING CENTER,0,PALAMÓS,ES,+34 722 50 72 72 ,Girona,"Paratge de Castell, s/n",17230,,jaimerovira@msn.com,,,3.129816,41.850507,http://www.facebook.com/AnemoneDivingPalamos,[]
DC,,mares_lab,0,BUCEO DONOSTI,0,PASAI DONIBANE,ES,943 312 313 ,,"Muelle Donibane, Local D1",20110,,buceo@buceodonosti.com,,,-1.915075,43.324115,http://www.buceodonosti.com,[]
DC,,mares_lab,0,DIVE CENTER MALLORCA,0,CALONGE,ES,971648620,Mallorca,"Avenida de S'Horta, s/n",7660,,armin@tauchschule-mallorca.de,,,3.203704,39.40042,http://www.divecentermallorca.com,[]
DC,,mares_lab,0,"ESPINO INGENIEROS, SL",0,LAS PALMAS DE GRAN CANARIA,ES,609208743,Gran Canaria,c/ SERVENTÍA 207,35018,,info@espinoingenieros.es,,,-15.45978,28.08997,http://WWW.ESPINOINGENIEROS.ES,[]
DC,,mares_lab,0,NÀUTICA CASTAVÍ,0,SANT JORDI,ES,971305200,Eivissa,"C/ Rio Miño, local 2. Sa Carroca.",7817,,atus33@gmail.com,,,1.420598,38.906734,http://www.ncastavi.com,[]
DC,,mares_lab,0,Tonisub,0,Barcelona,ES,934268092,,"c/ Floridablanca, 123",8011,,tonisub@gmail.com,,,2.161556,41.380923,http://www.tonisub.com,[]
DC,,mares_lab,0,SCUBAFIX,0,L'ESTARTIT,ES,972750204,Girona,"Plaça Dr. Fleming, 6",17258,,scubafix@ymail.com,,,3.198896,42.054392,http://www.scubafix.es,[]
DC,,,0,Subkro,0,Tarragona,ES,638 151 849 ,,"Local LA 6 ( Al lado de la Sala Golfus), Port de Tarragona",43004,,subkro@hotmail.com,,,1.246391,41.105106,http://www.subkro.com/,[]
DC,,scubadiving horizon,0,HOTEL LES ILLES,0,Estartit,ES,972 751 239 ,Girona,"Illes, 55",17258,,info@hotellesilles.com,,,3.20448,42.05498,http://www.hotellesilles.com,[]
DC,,,0,BUCEO MOJACAR,0,Almería,ES,950 47 27 60 ,,C/ La Mata nº1 Local 1,4638,,pedro@buceomojacar.com,,,-1.861101,37.122031,http://www.buceomojacar.com,[]
DC,,,0,ENTREAZULES SCUBA SCHOOL,0,VILLANUEVA DE LA CAÑADA,ES,918157952,Madrid,"c/  Monteverdi, 16",28691,,info@entreazules.com,,,-3.996344,40.440875,http://www.entreazules.com,[]
DC,,,0,AIR 300 S.L.,0,TARRAGONA,ES,977554050,,"Pol.Ind. Rancolí, Par.15, Nau 9",43006,,rustarazovictor@gmail.com,,,1.221746,41.123616,http://www.air300.es,[]
DC,,,0,Relojerías CENI,0,Madrid,ES,902 196 137 ,,"Ponzano, 4",28010,,info@mirelojeria.com,,,-3.699349,40.437103,http://www.mirelojeria.com,[]
DC,,mares_lab scubadiving xr horizon,0,Nérée Diegem,0,Diegem,BE,+32 2 720 91 90 ,Brabant,Haachtsesteenweg 84/2,0,,diegem@neree.com,,,4.437823,50.899032,https://www.neree-diegem.com/,[]
DC,,mares_lab,0,ORANGESHARK Diving Centres,0,Mellieha,MT,+356 23561950 ,,"Radisson Blu Resort & Spa, Malta Golden Sands",0,,info@orangeshark.eu,,,14.344571,35.9346,http://www.orangeshark.eu,[]
DC,,mares_lab,0,ORANGESHARK  Diving Centres,0,Mellieha,MT,+356 21521329 ,,"Ramla Bay Resort, Marfa Bay",0,,info@orangeshark.eu,,,14.347291,35.986657,http://www.orangeshark.eu,[]
DC,,,0,Duikshop Tarcy,0,Deerlijk,BE,+32 56 722 015 ,West-Vlaanderen,Waregemstraat 210,8540,,info@tarcy.be,,,3.371695,50.857245,http://www.tarcy.be,[]
DC,,mares_lab dc,0,TODI,0,Beringen,BE,+32 (0)11 36 40 40 ,Limburg,be-Mine 1,3582,,info@todi.be,,,5.223992,51.066396,https://www.todi.be,[]
DC,,mares_lab,0,RELLOTGERIA ALABART,0,Hospitalet de Llobregat,ES,+34 934 48 06 58 ,Barcelona,Rambla Catalana nº 3,8903,,info@manelalabart.com,,,2.126554,41.371927,http://www.manelalabart.es/,[]
DC,,dc horizon,0,SCUBA DIVING,0,OTRANTO,IT,+39 0836 80 27 40 / +39 349 39 25 004 / +39 348 37 04 307 ,Lecce,"VIA DEL PORTO, 1",73028,,info@scubadiving.it,,,18.49464,40.144136,http://www.scubadiving.it/,[]
DC,,dc,0,D.C.S. NEREO SUB DI CATANIA SALVATORE E C SAS,0,SPOTORNO,IT,3355493097,,VIA BERNINZONI 124,17028,,ojegi@tin.it,,,8.4242,44.23144,http://www.nereosub.com/,[]
DC,,,0,ALY-SUB NAUTICA SARL,0,Aïn Benian,DZ,+213 555 97 56 05 ,,Port De La Madrague,16000,,alysub_nautica@yahoo.fr,,,2.899809,36.800237,https://www.alysub.com/,[]
DC,,mares_lab scubadiving,0,DIVEIndia,0,Havelock,IN,918001222206,South Andaman,Beach No. 3,744211,,Sales@diveindia.com,,,92.987557,11.97605,http://www.DiveIndia.com,[]
DC,,,0,Tradewinds Marine Ltd,0,Suva,FJ,+678 3361522 ,,"4 Vetaia Street, Lami",0,,tradewinds@connect.com.fj,,,178.407401,-18.112404,,[]
DC,,,0,Naugasub,0,La Coruña,ES,0034 981 12 98 11 ,,Avenida Alcalde Francisco Vázquez Nº6,15001,,info@nauga.es,,,-8.392618,43.374494,http://nauga.es/,[]
DC,,mares_lab scubadiving,0,BcnCasSub,0,Castelldefels,ES,+34 935 107 888 / +34 665 377 327 ,Cataluna,c/Arcadi Balaguer 85,8960,,bcncassub@gmail.com,,,1.982137,41.283048,https://www.facebook.com/bcncassub,[]
DC,,dc,0,PROSUB,0,Talcahuano,CL,(041) 259 8058 / (041) 257 7746 ,,Av. Colon 2886,0,,prosub@prosub.cl,,,-73.085505,-36.798914,http://prosub.cl/,[]
DC,,mares_lab,0,Siam Diving Enterprises Asia Pacific Co Ltd,0,Phuket,TH,+66 76 384476 ,,"42/4 Moo 5, T.Rawai, A. Muang Phuket",83130,,sales@sde-asiapacific.com,,,98.325912,7.774997,http://www.sde-asiapacific.com,[]
DC,,mares_lab,0,Siam Diving Enterprises Asia Pacific Co Ltd,0,Koh Tao,TH,+66 77 456 111 ,,"5/17 Moo 2, Mae Haad, Koh Tao, Koh Phangan, Surat Thani",84360,,oceanstoretao@sde-asiapacific.com,,,99.822507,10.081529,http://www.sde-asiapacific.com,[]
DC,,scubadiving,0,Scuba Quest Dive Center,0,Kathu,TH,(+66) 076 279 016 ,Phuket,"121/7 Moo 3, Kamala",83150,,info@scuba-quest-phuket.com,,,98.280047,7.949738,http://www.scuba-quest-phuket.com,[]
DC,,scubadiving,0,V. Marine Tour,0,Koh Kaew,TH,076-360850 / 081-4157977 / 081-4153549 ,Phuket,"Royal Phuket Marina, 63/202 Moo 2, Thepkasattri Road",0,,booking@v-marine-tour.com,,,98.390385,7.966925,http://v-marine-tour.com/,[]
DC,,scubadiving,0,Scuba Nicks,0,Rawai,TH,+66 84 057 9018 ,Phuket,"90/8 Soi Kanjana 2, Sai Yuan Moo 7, Amphoe Muang Phuket",0,,scubanicksphuket@gmail.com,,,98.327974,7.798145,https://www.facebook.com/ScubaNicks-60414187455/,[]
DC,,scubadiving,0,Eco Diving Center,0,Karon,TH,66841571085,Phuket,514/17 Patak Road,83100,,info@ecodivingcentre.com,,,98.298891,7.84603,https://www.ecodivingcentre.com/,[]
DC,,scubadiving,0,Phi Phi Barakuda Scuba,0,Ao Nang,TH,+66(0)75 601 006 ,Krabi,"84 Moo 7, Phi Phi Island",81000,,info@phiphibarakuda.com,,,98.773634,7.740122,http://www.phiphibarakuda.com/,[]
DC,,scubadiving,0,Scuba Fish,0,A.Koh Lanta,TH,+66 75 665 095 ,Krabi,"152-152/1 Moo 5, Koh Lanta Yai",81150,,contact@scubafish.com,,,99.070538,7.499197,http://scubafish.com/,[]
DC,,scubadiving,0,Phoenix Divers,0,A.Koh Lanta,TH,+66 (0)99 232 53 19 ,Krabi,"154/1 Moo 1, Saladan, Koh Lanta Yai",81150,,info@phoenixdivers-kohlanta.com,,,99.090893,7.533505,http://www.phoenixdivers-kohlanta.com,[]
DC,,scubadiving,0,Similan Dive Center,0,Khao Lak,TH,+66 (0)83 176 1306 / +66 (0)76 490 965 ,Phang Nga,"67/7 Moo 5, Moo Bang Niang, Khuk Khak, Takuapa",82190,,info@similandivecenter.com,,,98.250872,8.667641,https://www.similandivecenter.com/,[]
DC,,scubadiving,0,Similan Scuba,0,Khao Lak,TH,+66 (0) 99 312 8081 / +66 (0) 98 689 9969 ,Phang Nga,"8/42 Moo 7, Khuk Khak, A. Takuapa",82220,,info@similanscubainfo.com,,,98.241641,8.680661,http://similanscubainfo.com,[]
DC,,scubadiving,0,Crystal Dive,0,Koh Tao,TH,+66 (0)77 456106 / +66 (0)77 456107 ,Surat Thani,"7/1 Moo 2, Koh Tao",84360,,info@crystaldive.com,,,99.825095,10.085781,http://www.crystaldive.com/,[]
DC,,scubadiving,0,Mojo Divers,0,Koh Tao,TH,+66 (0)­77 456 710 ,Surat Thani,"14/20 Moo 1, Koh Tao",84360,,info@mojodiverskohtao.com,,,99.829721,10.099823,http://mojodiverskohtao.com/,[]
DC,,scubadiving,0,Koh Tao Scuba Club,0,Koh Tao,TH,+66 (0) - 457074 ,Surat Thani,"8/21 Moo2, T. Koh Tao",84360,,info@kohtaoscubaclub.com,,,99.829721,10.099823,http://kohtaoscubaclub.com/,[]
DC,,scubadiving,0,Pattaya Dive Centre,0,Pattaya,TH,+6638 422 133 ,Chonburi,"219/3  D1 Moo 10, Tipp Plaza, Beach Road",20150,,info@divepattaya.com,,,100.880914,12.933394,http://www.divecenterpattaya.com,[]
DC,,scubadiving,0,Odd Diving,0,Sattaheep,TH,+66 81 309 6099 ,Chonburi,"171 Moo.8 T.Sattaheep,Chonburi",20180,,odddivethailand@gmail.com,,,100.958384,12.675777,https://www.facebook.com/odddivethailand/,[]
DC,,scubadiving,0,Planet Scuba & Wild Planet,0,Bangkok,TH,(66) 2 2614412-3 ,,"666 Sukhumvit Rd.Klongton,Klongtoey, Bangkok",10110,,bkk@planetscuba.net,,,100.564022,13.731552,http://www.planetscuba.com,[]
DC,,dc,0,Planet Scuba & Wild Planet,0,Bangkok,TH,(66) 2 2614412-3 ,,"666 Sukhumvit Rd.Klongton, Klongtoey, Bangkok",10110,,bkk@planetscuba.net,,,100.564022,13.731552,http://www.planetscuba.com,[]
DC,,mares_lab scubadiving,0,Duikmaterialen Service Drenthe,0,Geesburg,NL,06 519 56 319 ,Drenthe,Verlengde Hoogeveensevaart 122,0,,edwin-wuyts@hotmail.com,,,6.629581,52.729338,,[]
DC,,dc,0,Reef Oasis Dive Club - Reef Beach Hotel,0,Sharm El Shiekh,EG,(+20) 69 3601154 ,,"Marine Sports Club Street, Hadabet Um El Sied",0,,info@reefoasisdiveclub.com,,,34.309654,27.85502,http://www.reefoasisdiveclub.com,[]
DC,,dc,0,Sinai Dive Club,0,Sharm El Shiekh,EG,+20 122 2815210 ,,"Novotel Palm & Beach, Naama Bay",0,,info@dive-club.com,,,34.330178,27.9174,http://www.dive-club.com,[]
DC,,dc,0,Circle Divers,0,Sharm El Shiekh,EG,+20 100 060 84 97 ,,"Badawia Hotel, El Forouseya St. Ras Om El Sid Cliff",46628,,info@circledivers.com,,,34.308646,27.865332,http://www.circledivers.com,[]
DC,,dc,0,DiveIN,0,Sharm El Shiekh,EG,(+)20-693-664694 ,,"Marriott Renaissance Golden View Beach Resort, Om El Seid Hill",0,,dis@divein.net,,,34.312998,27.851705,http://www.tgidiving.com/diving-info/red-sea/sharm-el-sheikh-egypt/the-diving-center/,[]
DC,,scubadiving,0,Adreno Scuba Diving Sydney,0,Alexandria,AU,03 9584 8698 ,NSW,2/678-682 Botany Rd,2015,,sydney@adreno.com.au,,,151.196499,-33.921036,https://adreno.com.au,[]
DC,,scubadiving,0,Adreno Scuba Diving Melbourne,0,Cheltenham,AU,03 9584 8698 ,Victoria,1184 Nepean Highway,3192,,melbourne@adreno.com.au,,,145.054185,-37.961307,https://adreno.com.au/,[]
DC,,,0,I.R.T.D.A. d.o.o.,0,Malinska,HR,00385-51-869289 ,,Brzac 33,51511,,info@irtda.hr,,,14.447786,45.078789,,[]
DC,,mares_lab scubadiving,0,SEA SPORTS BELIZE,0,BELIZE CITY,BZ,011-501-223-5505 ,,83 NORTH FRONT STREET,0,,info@seasportsbelize.com,,,-88.186406,17.495326,http://www.seasportsbelize.com/,[]
DC,,mares_lab scubadiving horizon,0,Zona Cero Sub,0,Villanueva de la Cañada,ES,691 10 07 18 ,,"Urb. los Arces, 17",18691,,martin@zonacerosub.com,,,-3.998947,40.443366,http://www.zonacerosub.com,[]
DC,,mares_lab scubadiving,0,Divers Den,0,Port Douglas,AU,07 4046 7333 ,,Shop 6/18-20 Macrossan Street,4870,,info@diversden.com.au,,,145.463726,-16.481574,http://www.diversden.com.au,[]
DC,,scubadiving freediving,0,Indepth Scuba,0,Belconnen,AU,02 6280 6699 ,NSW,2/2 Oatley Ct,2617,,info@indepthscuba.com.au,,,149.058791,-35.241513,https://indepthscuba.com.au/,[]
DC,,mares_lab scubadiving,0,Straightline Ski & Scuba,0,Fyshwick,AU,02 6280 6699 ,ACT,22 Pirie Street,2609,,web@straightlineskiandscuba.com.au,,,149.170789,-35.325776,https://stlsports.com.au/,[]
DC,,mares_lab scubadiving,0,The Scuba Doctor,0,Rye,AU,03 5985 1700 ,VIC,1/49 Peninsular Avenue,3941,,diveshop@scubadoctor.com.au,,,144.806643,-38.376896,http://www.scubadoctor.com.au,[]
DC,,scubadiving,0,Oceano Dive Centre,0,Mandurah,AU,08 9535 2047 ,,264-266 Pinjarra Road,6210,,info@oceanodivecentre.com.au,,,115.733,-32.53508,http://www.oceanodivecenter.com.au,[]
DC,,dc,0,ORSO DIVING SAS,0,ARZACHENA,IT,078 999001 / 347 1826547 ,,LOC POLTU QUATU,7021,,info@orsodiving.com,,,9.496793,41.135734,http://www.orsodiving.com,[]
DC,,,0,Vipdiveschool - M/S Susanna,0,Vinkeveen,NL,+31 (0)6 17470395 ,Utrecht,Baambrugse Zuwe 143,0,,wilfred@vipdiveschool.com,,,4.961705,52.234165,http://www.vipdiveschool.com,[]
DC,,scubadiving,0,Inmersion Kike,0,Gijón,ES,985 34 26 36 ,Asturias,"C/ Pintor Mariano Moré, 2",33212,,inmekike@gmail.com,,,-5.668742,43.541191,http://www.inmersionkike.com/,[]
DC,,dc,0,BUCEO MALPICA,0,Malpica de Bergantiños,ES, ,,O porto s/n 15113,0,,buceomalpica@hotmail.com,,,-8.807562,43.323838,http://buceomalpica.com,[]
DC,,scubadiving,0,AU VIEUX CAMPEUR,0,Paris,FR,01 53 10 48 26 ,,"5, place Paul Painlevé",75005,,plongee.paris@auvieuxcampeur.fr,,,2.344522,48.849939,,[]
DC,,spearfishing,0,AU VIEUX CAMPEUR,0,Paris,FR,01 53 10 48 35 ,,"25, rue Sommerard",75005,,chasse.paris@auvieuxcampeur.fr,,,2.344903,48.85018,,[]
DC,,scubadiving,0,AU VIEUX CAMPEUR,0,Lyon,FR,+33 4 78 60 98 51 ,,"65, Cours de la Liberté",69003,,eau.lyon@auvieuxcampeur.fr,,,4.842891,45.757183,https://www.auvieuxcampeur.fr/boutiques/lyon/librairie,[]
DC,,scubadiving,0,AU VIEUX CAMPEUR,0,Marseille,FR,04 91 16 30 30 ,,"255, avenue du Prado",13008,,eau.marseille@auvieuxcampeur.fr,,,5.390828,43.274435,,[]
DC,,scubadiving,0,AU VIEUX CAMPEUR,0,THONON LES BAINS,FR,04 50 70 45 78 ,,"48, avenue de Genève",74200,,plongee.thonon@auvieuxcampeur.fr,,,6.455389,46.359521,,[]
DC,,mares_lab scubadiving,0,AU VIEUX CAMPEUR,0,Labège,FR,06 63 41 64 90 ,,"62, rue de Sienne",31670,,eau.toulouse@auvieuxcampeur.fr,,,1.502646,43.550791,,[]
DC,,scubadiving,0,AU VIEUX CAMPEUR,0,Grenoble,FR,04 79 39 93 93 ,,"Caserne de bonne, 25 rue Berthe de Boissieux",38000,,eau.grenoble@auvieuxcampeur.fr,,,5.725376,45.184511,,[]
DC,,scubadiving,0,AU VIEUX CAMPEUR,0,SALLANCHES,FR,04 50 91 26 62 ,,925 route du Fayet,74700,,sallanches@auvieuxcampeur.fr,,,6.640197,45.926513,,[]
DC,,scubadiving,0,AU VIEUX CAMPEUR,0,ALBERTVILLE,FR,04 79 39 93 93 ,,"ZI DU CHIRIAC, 10 rue Ambroise Croizat",73200,,eau.albertville@auvieuxcampeur.fr,,,6.369356,45.657875,,[]
DC,,scubadiving,0,AU VIEUX CAMPEUR,0,STRASBOURG,FR, ,,"CENTRE KLEBER, 32 RUE DU 22 NOVEMBRE",67000,,strasbourg@auvieuxcampeur.fr,,,7.744422,48.582461,,[]
DC,,,0,Dive Senses,0,Breda,NL,+31 (0)6 14029180 ,Noord-Brabant,"Galderse Meren Breda, Rijsbergsebaan 20",0,,info@divesenses.nl,,,4.751009,51.522272,http://www.divesenses.nl,[]
DC,,scubadiving,0,Scuba Support,0,Hilversum,NL,+31 6 48511848 ,Utrecht,Franciscusweg 10-1,0,,info@scubasupport.nl,,,5.141888,52.213555,https://scubasupport.nl,[]
DC,,mares_lab scubadiving,0,RNG Diving,0,Breda,NL,+31 88 004 5400 ,Noord-Brabant,Teteringsedijk 275,0,,info@rngdiving.nl,,,4.807024,51.595103,https://rngdiving.nl/,[]
DC,,mares_lab,0,Dykkervaerkstedet,0,TRIGE,DK,+45 3121 6665 ,,Holmkærvej 108,8380,,service@dykkervaerkstedet.dk,,,10.137777,56.2545,https://www.dykkervaerkstedet.dk,[]
DC,,scubadiving,0,GO DIVE MARLBOROUGH,0,Picton,NZ,0064 800 463 483 ,,66 Wellington St,7220,,info@godive.co.nz,,,174.008083,-41.291464,http://www.godive.co.nz/,[]
DC,,dc,0,Rangiroa Diving Center,0,Avatoru,PF,(+689) 40 96 05 55 ,Rangiroa,Quai Ohotu,98700,,contact@rangiroadivingcenter.com,,,-147.630995,-14.968414,http://www.rangiroadivingcenter.com,[]
DC,,mares_lab,0,MARES LAB Brasil,0,Belo Horizonte,BR, ,,"Rua Carlos Muzzi, 162",0,,laboratorio@maresbrasil.com.br,,,-43.98236,-19.970876,,[]
DC,,mares_lab scubadiving xr freediving horizon,0,Galicia Technical Diving,0,Aarschot,BE,+32 16 585853 ,Antwerpen,Liersesteenweg 76,3200,,info@galicia.be,,,4.829684,51.000617,https://www.galicia.be,[]
DC,,mares_lab scubadiving snorkeling,0,AQUATECHNIQUE SCUBA,0,LEICESTER,GB,01162 771258 ,Leicestershire,10 LANSDOWN ROAD,0,,claneaqua@aol.com,,,-1.142831,52.610373,http://www.divingleicester.co.uk/,[]
DC,,mares_lab scubadiving snorkeling,0,BOLTON AREA DIVERS LIMITED,0,BOLTON,GB,01204 394441 ,Greater Manchester,"UNIT 10A BROWNLOW BUSINESS PARK      -     TENNYSON ST, BOLTON",0,,diving@boltonareadivers.co.uk,,,-2.440418,53.589198,http://www.boltonareadivers.co.uk/,[]
DC,,mares_lab scubadiving,0,BRISTOL CHANNEL DIVING SERVICES LTD,0,CARDIFF,GB,02920 464846 ,South Glamorgan,"UNIT 3 THE TIMBER YARD      -     EAST MOORS ROAD,CARDIFF",0,,sales@bristolchanneldiving.co.uk,,,-3.160028,51.475649,http://www.bristolchanneldiving.co.uk/,[]
DC,,mares_lab scubadiving,0,CAPENWRAY DIVING & LEISURE LTD,0,CARNFORTH,GB,01524 735132 ,Lancashire,JACKDAW QUARRY      -     CARNFORTH   LANCS,0,,info@dive-site.co.uk,,,-2.768112,54.127363,http://www.dive-site.co.uk/,[]
DC,,mares_lab scubadiving spearfishing snorkeling,0,CHRISTAL SEAS SCUBA LTD,0,NORWICH,GB,01603 485000 ,Norfolk,62 Whiffler Road,0,,info@scuba4me.co.uk,,,1.26604,52.653188,http://www.scuba4me.co.uk/,[]
DC,,mares_lab scubadiving,0,Dales Watersports & DIVE Northampton,0,Reeth,GB,+44 (0)1604 586156 / +44 (0)7979 598740 ,,"Unit 4, Reeth Dales Centre, Silver Street",0,,andy@divenorthampton.co.uk,,,-1.943504,54.388552,http://www.divenorthampton.co.uk,[]
DC,,scubadiving spearfishing,0,DIVELINE LTD,0,IPSWICH,GB,01473 715533 ,Suffolk,ST JOHNS WORKS  ST JOHNS ROAD      -     IPSWICH,0,,customercare@diveline.co.uk,,,1.17838,52.057684,http://www.diveline.co.uk/,[]
